Spalte1,type,sub-type,country,region,units,co2e,source,source link,note,info
479,District heating,,France,Franche-Comté/ Dampierre-sur-Linotte,kgCO2e/kWh,0.148,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
480,District heating,,France,Franche-Comté/ Gray,kgCO2e/kWh,0.045,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
481,District heating,,France,Franche-Comté/ Gy,kgCO2e/kWh,0,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
482,District heating,,France,Franche-Comté/ Hericourt,kgCO2e/kWh,0.058,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
483,District heating,,France,Franche-Comté/ Marnay,kgCO2e/kWh,1.00E-03,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
484,District heating,,France,Franche-Comté/ Plancher-Bas,kgCO2e/kWh,0.062,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
485,District heating,,France,Franche-Comté/ Saulnot,kgCO2e/kWh,1.00E-02,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
486,District heating,,France,Franche-Comté/ Scey-sur-Saône-et-Saint-Albin,kgCO2e/kWh,0.086,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
487,District heating,,France,Bourgogne/ Anost,kgCO2e/kWh,0,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
488,District heating,,France,Bourgogne/ Autun,kgCO2e/kWh,0.071,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
489,District heating,,France,Bourgogne/ Chalon-sur-Saône,kgCO2e/kWh,0.103,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
490,District heating,,France,Bourgogne/ Mâcon,kgCO2e/kWh,0.301,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
491,District heating,,France,Bourgogne/ Montceau-les-Mines,kgCO2e/kWh,0.127,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
492,District heating,,France,Bourgogne/ Tramayes,kgCO2e/kWh,0.016,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
493,District heating,,France,Pays-de-la-Loire/ Coulaine,kgCO2e/kWh,0.169,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
494,District heating,,France,Pays-de-la-Loire/ Le Mans,kgCO2e/kWh,0.228,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
495,District heating,,France,Pays-de-la-Loire/ Le Mans,kgCO2e/kWh,0.312,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
496,District heating,,France,Pays-de-la-Loire/ Le Mans-Allonnes,kgCO2e/kWh,0.027,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
497,District heating,,France,Rhône-Alpes/ Beaufort,kgCO2e/kWh,0.058,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
498,District heating,,France,Rhône-Alpes/ Bourg-Saint-Maurice,kgCO2e/kWh,0.338,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
499,District heating,,France,Rhône-Alpes/ Chambéry,kgCO2e/kWh,0.103,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
500,District heating,,France,Rhône-Alpes/ Gilly-sur-Isère,kgCO2e/kWh,0.134,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
501,District heating,,France,Rhône-Alpes/ La Bauche,kgCO2e/kWh,0,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
502,District heating,,France,Rhône-Alpes/ Macôt-La-Plagne,kgCO2e/kWh,0.059,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
503,District heating,,France,Rhône-Alpes/ Notre-Dame-des-Millières,kgCO2e/kWh,0.039,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
504,District heating,,France,Rhône-Alpes/ Saint-Etienne-de-Cuines,kgCO2e/kWh,0,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
505,District heating,,France,Rhône-Alpes/ Saint-Jean-d’Arvey,kgCO2e/kWh,0.199,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
506,District heating,,France,Rhône-Alpes/ Yenne,kgCO2e/kWh,0.014,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
507,District heating,,France,Rhône-Alpes/ Annecy,kgCO2e/kWh,0.023,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
508,District heating,,France,Rhône-Alpes/ Annemasse,kgCO2e/kWh,0.051,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
509,District heating,,France,Rhône-Alpes/ Arracles les Carroy,kgCO2e/kWh,0.205,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
510,District heating,,France,Rhône-Alpes/ Clarafond-Arcine,kgCO2e/kWh,0.045,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
511,District heating,,France,Rhône-Alpes/ Cluses,kgCO2e/kWh,0.27,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
512,District heating,,France,Rhône-Alpes/ Faverges,kgCO2e/kWh,9.00E-03,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
513,District heating,,France,Rhône-Alpes/ Morzine,kgCO2e/kWh,0.086,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
514,District heating,,France,Rhône-Alpes/ Scionzier,kgCO2e/kWh,0.226,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
515,District heating,,France,Rhône-Alpes/ Seynod,kgCO2e/kWh,0.048,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
516,District heating,,France,Rhône-Alpes/ Thonon-les-Bains,kgCO2e/kWh,0.222,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
517,District heating,,France,Rhône-Alpes/ Thonon-les-Bains,kgCO2e/kWh,0,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
518,District heating,,France,Rhône-Alpes/ Vallorcine,kgCO2e/kWh,1.00E-02,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
519,District heating,,France,Ile-de-France/ Paris,kgCO2e/kWh,0.172,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
520,District heating,,France,Ile-de-France/ Paris,kgCO2e/kWh,0.202,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
521,District heating,,France,Haute-Normandie/ Canteleu,kgCO2e/kWh,0.105,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
522,District heating,,France,Haute-Normandie/ Dieppe,kgCO2e/kWh,0.203,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
523,District heating,,France,Haute-Normandie/ Gonfreville-l’Orcher,kgCO2e/kWh,0.013,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
524,District heating,,France,Haute-Normandie/ Le Grand-Quevilly,kgCO2e/kWh,0,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
525,District heating,,France,Haute-Normandie/ Le Havre,kgCO2e/kWh,0.244,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
526,District heating,,France,Haute-Normandie/ Le Havre,kgCO2e/kWh,0.109,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
527,District heating,,France,Haute-Normandie/ Le Havre,kgCO2e/kWh,0.255,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
528,District heating,,France,Haute-Normandie/ Le Petit-Quevilly,kgCO2e/kWh,0.051,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
529,District heating,,France,Haute-Normandie/ Maromme,kgCO2e/kWh,0.021,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
530,District heating,,France,Haute-Normandie/ Mont-Saint-Aignan,kgCO2e/kWh,0.178,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
531,District heating,,France,Haute-Normandie/ Neufchatel-en-Bray,kgCO2e/kWh,0.032,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
532,District heating,,France,Haute-Normandie/ Notre-Dame-de-Gravenchon,kgCO2e/kWh,0.025,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
533,District heating,,France,Haute-Normandie/ Rouen,kgCO2e/kWh,0.035,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
534,District heating,,France,Haute-Normandie/ Rouen,kgCO2e/kWh,0.19,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
535,District heating,,France,Haute-Normandie/ Rouen,kgCO2e/kWh,0.368,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
536,District heating,,France,Haute-Normandie/ Saint-Etienne-du-Rouvray,kgCO2e/kWh,0.018,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
537,District heating,,France,Haute-Normandie/ Sandouville,kgCO2e/kWh,0,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
538,District heating,,France,Ile-de-France/ Avon,kgCO2e/kWh,0.316,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
539,District heating,,France,Ile-de-France/ Bailly Romainvilliers,kgCO2e/kWh,0.035,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
540,District heating,,France,Ile-de-France/ Chelles,kgCO2e/kWh,0.105,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
541,District heating,,France,Ile-de-France/ Coulommiers,kgCO2e/kWh,5.00E-03,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
542,District heating,,France,Ile-de-France/ Dammarie-les-Lys,kgCO2e/kWh,0.246,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
543,District heating,,France,Ile-de-France/ Le Mée-sur-Seine,kgCO2e/kWh,0.063,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
544,District heating,,France,Ile-de-France/ Meaux,kgCO2e/kWh,0.108,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
545,District heating,,France,Ile-de-France/ Meaux,kgCO2e/kWh,0.103,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
546,District heating,,France,Ile-de-France/ Melun,kgCO2e/kWh,0.033,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
547,District heating,,France,Ile-de-France/ Montereau-Fault-Yonne,kgCO2e/kWh,0.015,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
548,District heating,,France,Ile-de-France/ Nemours,kgCO2e/kWh,0.094,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
549,District heating,,France,Ile-de-France/ Torcy,kgCO2e/kWh,0.017,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
550,District heating,,France,Ile-de-France/ Vaux-le-Pénil,kgCO2e/kWh,0.043,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
551,District heating,,France,Ile-de-France/ Achères,kgCO2e/kWh,0.104,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
552,District heating,,France,Ile-de-France/ Carrières-sur-Seine,kgCO2e/kWh,7.00E-03,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
553,District heating,,France,Ile-de-France/ Le Chesnay,kgCO2e/kWh,0.212,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
554,District heating,,France,Ile-de-France/ Les Mureaux,kgCO2e/kWh,0.076,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
555,District heating,,France,Ile-de-France/ Mantes-la-Jolie,kgCO2e/kWh,0.104,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
556,District heating,,France,Ile-de-France/ Plaisir,kgCO2e/kWh,0.031,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
557,District heating,,France,Ile-de-France/ Saint-Germain-en-Laye,kgCO2e/kWh,0.144,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
558,District heating,,France,Ile-de-France/ Vélizy-Villacoublay,kgCO2e/kWh,0.221,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
559,District heating,,France,Ile-de-France/ Versailles,kgCO2e/kWh,0.227,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
560,District heating,,France,Poitou-Charente/ Bressuire,kgCO2e/kWh,0.15,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
561,District heating,,France,Poitou-Charente/ Lezay,kgCO2e/kWh,0.029,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
562,District heating,,France,Poitou-Charente/ L’Absie,kgCO2e/kWh,0,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
563,District heating,,France,Poitou-Charente/ Niort,kgCO2e/kWh,0.017,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
564,District heating,,France,Poitou-Charente/ Niort,kgCO2e/kWh,0.327,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
565,District heating,,France,Poitou-Charente/ Romans,kgCO2e/kWh,0,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
566,District heating,,France,Champagne-Ardenne/ Charleville-Mézières,kgCO2e/kWh,0.225,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
567,District heating,,France,Champagne-Ardenne/ Charleville-Mézières,kgCO2e/kWh,0.075,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
568,District heating,,France,Champagne-Ardenne/ Machault,kgCO2e/kWh,0.273,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
569,District heating,,France,Champagne-Ardenne/ Rocroi,kgCO2e/kWh,0.094,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
570,District heating,,France,Champagne-Ardenne/ Sedan,kgCO2e/kWh,0.114,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
571,District heating,,France,Picardie/ Abbeville,kgCO2e/kWh,0.095,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
572,District heating,,France,Picardie/ Amiens,kgCO2e/kWh,0,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
573,District heating,,France,Picardie/ Amiens,kgCO2e/kWh,0.213,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
574,District heating,,France,Picardie/ Amiens,kgCO2e/kWh,0.234,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
575,District heating,,France,Picardie/ Montdidier,kgCO2e/kWh,0.099,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
576,District heating,,France,Midi-Pyrénées/ Alban,kgCO2e/kWh,8.00E-03,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
577,District heating,,France,Midi-Pyrénées/ Carmaux,kgCO2e/kWh,0.299,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
578,District heating,,France,Midi-Pyrénées/ Castres,kgCO2e/kWh,0.015,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
579,District heating,,France,Midi-Pyrénées/ Gaillac,kgCO2e/kWh,0.053,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
580,District heating,,France,Midi-Pyrénées/ Graulhet,kgCO2e/kWh,0.022,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
581,District heating,,France,Midi-Pyrénées/ Mazamet,kgCO2e/kWh,0.077,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
582,District heating,,France,Midi-Pyrénées/ Montauban,kgCO2e/kWh,0.02,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
583,District heating,,France,Provence-Alpes-Côte d'Azur/ La-Seyne-sur-Mer,kgCO2e/kWh,0.011,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
584,District heating,,France,Provence-Alpes-Côte d'Azur/ Toulon,kgCO2e/kWh,0,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
585,District heating,,France,Provence-Alpes-Côte d'Azur/ Avignon,kgCO2e/kWh,0.216,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
586,District heating,,France,Pays-de-la-Loire/ La-Roche-sur-Yon,kgCO2e/kWh,0.314,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
587,District heating,,France,Pays-de-la-Loire/ Les Herbiers,kgCO2e/kWh,0.06,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
588,District heating,,France,Pays-de-la-Loire/ Saint-Pierre-du-Chemin,kgCO2e/kWh,0,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
589,District heating,,France,Poitou-Charente/ Civaux,kgCO2e/kWh,0.078,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
590,District heating,,France,Poitou-Charente/ Poitiers,kgCO2e/kWh,0.073,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
591,District heating,,France,Limousin/ Limoges,kgCO2e/kWh,0.19,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
592,District heating,,France,Limousin/ Limoges,kgCO2e/kWh,5.00E-03,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
593,District heating,,France,Limousin/ Limoges,kgCO2e/kWh,0.052,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
594,District heating,,France,Lorraine/ Epinal,kgCO2e/kWh,0,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
595,District heating,,France,Lorraine/ Frémifontaine,kgCO2e/kWh,0,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
596,District heating,,France,Lorraine/ Fresse-sur-Moselle,kgCO2e/kWh,0.016,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
597,District heating,,France,Lorraine/ La Bresse,kgCO2e/kWh,0,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
598,District heating,,France,Lorraine/ La Bresse,kgCO2e/kWh,0,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
599,District heating,,France,Lorraine/ Monthureux-sur-Saône,kgCO2e/kWh,0.075,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
600,District heating,,France,Lorraine/ Saint-Dié-des-Vosges,kgCO2e/kWh,0.046,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
601,District heating,,France,Lorraine/ Senones,kgCO2e/kWh,0.192,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
602,District heating,,France,Lorraine/ Ventron,kgCO2e/kWh,0.035,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
603,District heating,,France,Lorraine/ Vittel,kgCO2e/kWh,0.109,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
604,District heating,,France,Bourgogne/ Auxerre,kgCO2e/kWh,0.119,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
605,District heating,,France,Bourgogne/ Quarre-les-Tombes,kgCO2e/kWh,0.211,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
606,District heating,,France,Bourgogne/ Sens,kgCO2e/kWh,0.268,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
607,District heating,,France,Bourgogne/ Sens,kgCO2e/kWh,0.024,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
608,District heating,,France,Franche-Comté/ Belfort,kgCO2e/kWh,0.233,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
609,District heating,,France,Franche-Comté/ Delle,kgCO2e/kWh,0.106,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
610,District heating,,France,Ile-de-France/ Brétigny-sur-orge,kgCO2e/kWh,0.088,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
611,District heating,,France,Ile-de-France/ Bruyères-le-Chatel,kgCO2e/kWh,0.219,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
612,District heating,,France,Ile-de-France/ Dourdan,kgCO2e/kWh,0.246,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
613,District heating,,France,Ile-de-France/ Epinay-sous-Sénart,kgCO2e/kWh,0.094,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
614,District heating,,France,Ile-de-France/ Evry,kgCO2e/kWh,0.193,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
615,District heating,,France,Ile-de-France/ Grigny,kgCO2e/kWh,0.197,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
616,District heating,,France,Ile-de-France/ Grigny,kgCO2e/kWh,0.191,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
617,District heating,,France,Ile-de-France/ Les Ulis,kgCO2e/kWh,0.073,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
618,District heating,,France,Ile-de-France/ Massy,kgCO2e/kWh,0.163,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
619,District heating,,France,Ile-de-France/ Ris-Orangis,kgCO2e/kWh,0.101,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
620,District heating,,France,Ile-de-France/ Saint-Michel-Sur-Orge,kgCO2e/kWh,0.234,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
621,District heating,,France,Ile-de-France/ Sainte-Geneviève-des-Bois,kgCO2e/kWh,0.219,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
622,District heating,,France,Ile-de-France/ Vigneux-sur-Seine,kgCO2e/kWh,0.164,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
623,District heating,,France,Ile-de-France/ Villejust,kgCO2e/kWh,0,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
624,District heating,,France,Ile-de-France/ Viry-Châtillon,kgCO2e/kWh,0.226,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
625,District heating,,France,Ile-de-France/ Bagneux,kgCO2e/kWh,0.19,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
626,District heating,,France,Ile-de-France/ Boulogne-Billancourt,kgCO2e/kWh,0.13,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
627,District heating,,France,Ile-de-France/ Châtillon-Sous-Bagneux,kgCO2e/kWh,0.282,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
628,District heating,,France,Ile-de-France/ Chaville,kgCO2e/kWh,0.255,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
629,District heating,,France,Ile-de-France/ Clichy,kgCO2e/kWh,0.233,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
630,District heating,,France,Ile-de-France/ Colombes,kgCO2e/kWh,0.116,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
631,District heating,,France,Ile-de-France/ Courbevoie,kgCO2e/kWh,0.246,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
632,District heating,,France,Ile-de-France/ Courbevoie,kgCO2e/kWh,0.192,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
633,District heating,,France,Ile-de-France/ Gennevilliers,kgCO2e/kWh,0.221,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
634,District heating,,France,Ile-de-France/ Levallois-Perret,kgCO2e/kWh,0.197,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
635,District heating,,France,Ile-de-France/ Levallois-Perret,kgCO2e/kWh,0.347,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
636,District heating,,France,Ile-de-France/ Meudon la Forêt,kgCO2e/kWh,0.204,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
637,District heating,,France,Ile-de-France/ Nanterre,kgCO2e/kWh,0.062,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
638,District heating,,France,Ile-de-France/ Nanterre,kgCO2e/kWh,0.096,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
639,District heating,,France,Ile-de-France/ Puteaux,kgCO2e/kWh,0.236,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
640,District heating,,France,Ile-de-France/ Suresnes,kgCO2e/kWh,0.242,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
641,District heating,,France,Ile-de-France/ Villeneuve-la-Garenne,kgCO2e/kWh,0.21,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
642,District heating,,France,Ile-de-France/ Aulnay-sous-bois,kgCO2e/kWh,0.267,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
643,District heating,,France,Ile-de-France/ Aulnay-sous-Bois,kgCO2e/kWh,0.193,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
644,District heating,,France,Ile-de-France/ Bagnolet,kgCO2e/kWh,0.182,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
645,District heating,,France,Ile-de-France/ Bobigny,kgCO2e/kWh,0.221,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
646,District heating,,France,Ile-de-France/ Bondy,kgCO2e/kWh,0.13,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
647,District heating,,France,Ile-de-France/ Clichy-sous-Bois,kgCO2e/kWh,0.193,Bilans GES,https://data.ademe.fr/datasets/base-carbone%28r%29,valid for 2020,
